,product,price_coefficient,product_desc
2457,903149,-0.02488238259216643,"Optical instruments and appliances: for measuring or checking, n.e.c. in chapter 90"
967,761090,-0.025047735720537506,"Aluminium: structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
3595,841920,-0.02513240932917891,"Sterilizers: for medical, surgical or laboratory use, not used for domestic purposes"
1016,70940,-0.02516686434406882,"Vegetables: celery (other than celeriac), fresh or chilled"
1081,730890,-0.02519796257593835,"Iron or steel: structures and parts thereof, n.e.c. in heading 7308"
4936,740931,-0.02521840648938907,"Copper: strip, of a thickness exceeding 0.15mm, of copper-tin base alloys (bronze), in coils"
4329,290399,-0.025243926374674056,"Halogenated derivatives of aromatic hydrocarbons: n.e.c. in item no. 2903.91, 2903.92, 2903.93 and 2903.94"
178,640359,-0.02527100052006928,"Footwear: n.e.c. in heading no. 6403, (not covering the ankle), outer soles and uppers of leather"
575,903289,-0.025318326696264777,"Regulating or controlling instruments and apparatus: automatic, other than hydraulic or pneumatic"
2134,600537,-0.02536366805389305,"Fabrics: warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
4600,854071,-0.02537104264936815,"Tubes: microwave, magnetrons, excluding grid-controlled tubes"
3644,282300,-0.025386823662749074,Titanium oxides
2529,721990,-0.02557763513007626,"Steel, stainless: flat-rolled, width 600mm or more, n.e.c. in heading no. 7219"
561,871496,-0.02559079212073409,"Cycles: parts, pedals and crank-gear, and parts thereof"
1077,721499,-0.025615292671024404,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, other than of rectangular cross-section"
3946,481160,-0.025869725424327993,"Paper and paperboard: coated or impregnated with wax, paraffin wax, stearin, oil or glycerol, other than goods of heading no. 4803, 4809, or 4810"
60,851762,-0.02597611080058045,"Communication apparatus (excluding telephone sets or base stations): machines for the reception, conversion and transmission or regeneration of voice, images or other data, including switching and routing apparatus"
1587,902190,-0.026082868042477555,"Appliances: worn, carried or implanted in the body, to compensate for a defect or disability"
4705,854040,-0.02612823491322499,"Tubes: data/graphic display tubes, monochrome: data/graphic display tubes, colour, with a phosphor dot screen pitch smaller than 0.4mm"
3703,480524,-0.026272910133166027,"Paper & paperboard: uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets"
2203,961519,-0.02636489680615288,"Combs, hair slides and the like: of other than hard rubber or plastics"
3802,291714,-0.02637434791611691,Acids: acyclic polycarboxylic acids: maleic anhydride
183,640590,-0.026438136967410875,Footwear: n.e.c. in chapter 64
2577,851020,-0.026602514518894282,Hair clippers: with a self-contained electric motor
3574,911390,-0.026650009093375556,"Watch straps, watch bands, watch bracelets, and parts thereof: n.e.c. in heading no. 9113"
1993,750890,-0.02669582376320993,Nickel: articles thereof n.e.c. in item no. 7508.1
2991,490210,-0.026815046704471567,"Newspapers, journals and periodicals: whether or not illustrated or containing advertising material, appearing at least four times a week"
4801,841111,-0.026951394681007757,Turbo-jets: of a thrust not exceeding 25kN
952,902750,-0.026977372953977168,"Instruments and apparatus: using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)"
3509,481200,-0.027186850585016097,"Paper pulp: filter blocks, slabs and plates of paper pulp"
4225,90811,-0.0272276910939653,"Spices: nutmeg, neither crushed nor ground"
2857,842099,-0.027256611714342353,"Machines: parts, (other than cylinders), for calendering or other rolling machines, for other than metal or glass"
2408,844315,-0.02747999970694622,"Printing machinery: letterpress, other than reel-fed, excluding flexographic printing"
2526,721310,-0.02751750325158342,"Iron or non-alloy steel: bars and rods, hot-rolled, in irregularly wound coils, containing indentations, ribs, grooves or other deformations produced during the rolling process"
2029,910690,-0.027579920651819093,"Time recording apparatus: with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106"
1249,854140,-0.027621119601744522,"Electrical apparatus: photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light-emitting diodes (LED)"
2588,850433,-0.028034762899753013,"Transformers: n.e.c. in item no. 8504.2, having a power handling capacity exceeding 16kVA but not exceeding 500kVA"
2454,902490,-0.028060374292708294,"Machines and appliances: parts and accessories for those testing hardness, strength, compressibility, elasticity or other mechanical properties of materials (e.g. metal, wood, textiles, paper, plastics)"
1324,842119,-0.028164892865633957,"Centrifuges: n.e.c. in heading no. 8421, including centrifugal dryers (but not clothes-dryers)"
2644,30632,-0.02825795527666868,"Crustaceans: live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not"
3779,810990,-0.02826447703158852,"Zirconium: other than unwrought, n.e.c. in heading no. 8109"
1617,700729,-0.028373345705239677,"Glass: safety glass, laminated, (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
950,710590,-0.02842000133622728,"Stones: precious and semi-precious, dust and powder, of natural or synthetic precious or semi-precious stones, excluding diamonds"
3446,700420,-0.028440316169444285,"Glass: drawn and blown, in sheets, coloured throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer, but not otherwise worked"
5035,291532,-0.02881635251836001,Acids: saturated acyclic monocarboxylic acids: vinyl acetate
2938,902139,-0.029270088539339854,Artificial parts of the body: excluding artificial joints
1969,680422,-0.02963528630589853,"Millstones, grindstones, grinding wheels and the like: of other agglomerated abrasives or of ceramics"
922,854231,-0.029692278173753892,"Electronic integrated circuits: processors and controllers, whether or not combined with memories, converters, logic circuits, amplifiers, clock and timing circuits, or other circuits"
2152,721491,-0.03014190838772214,"Iron or non-alloy steel: bars and rods, hot-rolled, hot-drawn or hot-extruded, n.e.c. in heading no. 7214, of rectangular (other than square) cross-section"
1463,842790,-0.030184888330147798,"Fork-lift and other works trucks: fitted with lifting or handling equipment, not self-propelled"
801,853649,-0.030191569569284336,"Electrical apparatus: relays, for a voltage exceeding 60 volts"
1935,390690,-0.030263821833132674,"Acrylic polymers: (other than polymethyl methacrylate), in primary forms"
148,620620,-0.03037621626221964,"Blouses, shirts and shirt-blouses: women's or girls', of wool or fine animal hair (not knitted or crocheted)"
1924,340213,-0.030562100192487715,"Organic surface-active agents: non-ionic (other than soap), whether or not put up for retail sale"
352,848210,-0.03061130113377154,Ball bearings
3301,721011,-0.030702991971736204,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more"
1111,901580,-0.030838072766200684,"Surveying equipment: articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)"
1431,848790,-0.0313803944118674,"Machinery parts: not containing electrical connectors, insulators, coils, contacts or other electrical features, n.e.c. in chapter 84, other than ships' or boats' propellers and blades therefor"
613,420500,-0.03146461933794304,"Leather articles: n.e.c. in chapter 42, of leather or composition leather"
3392,843210,-0.03163702117106271,Ploughs: for soil preparation
3212,40819,-0.03164786422565842,"Eggs: birds' eggs, yolks, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter"
3449,811212,-0.03170497428196558,"Beryllium and articles thereof: unwrought beryllium, powders"
2548,843680,-0.03172713750052942,"Machinery: for agricultural, horticultural or forestry use and n.e.c. in heading no. 8436"
2211,701328,-0.031767971443045204,"Stemware drinking glasses, other than of lead crystal or glass-ceramics"
482,681599,-0.031830694958799866,Stone articles and articles of other mineral substances: n.e.c. or included in heading no. 6815
345,841391,-0.03189086493717791,Pumps: parts thereof
1297,401130,-0.03201397404243269,"Rubber: new pneumatic tyres, of a kind used on aircraft"
2563,820770,-0.03202060260404396,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for milling"
5026,551642,-0.03202804058191255,"Fabrics, woven: dyed, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with cotton"
1467,846210,-0.03209837793780664,"Machine-tools: forging or die-stamping machines (including presses) and hammers, for working metal"
1031,830300,-0.03213658985766135,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal"
57,843890,-0.03215968134575407,Machinery: parts of those machines used in the industrial preparation or manufacture of food or drink
2748,843351,-0.03218842270467912,Combine harvester-threshers
3651,401012,-0.03239493142125468,"Rubber: vulcanised, conveyor belts or belting, reinforced only with textile materials"
4800,843353,-0.03263447807686247,Harvesting machinery: for roots or tubers
383,844399,-0.0326518804375132,"Printing machinery: parts and accessories, n.e.c. in item no. 8443.91"
2345,600192,-0.03268964655925653,"Fabrics: pile fabrics (excluding long pile and loop pile), of man-made fibres, knitted or crocheted"
4668,480540,-0.032908142382182086,"Paper and paperboard: filter paper and paperboard, uncoated, in rolls or sheets"
3338,870290,-0.0329583116841008,"Vehicles: public transport type (carries 10 or more persons, including driver), n.e.c. in heading 8702, new or used"
1288,481710,-0.03298416688297165,Paper and paperboard: envelopes
1462,842620,-0.03319728057623341,Cranes: tower cranes
4008,293321,-0.03331997194256093,"Heterocyclic compounds: with nitrogen hetero-atom(s) only, containing an unfused imidazole ring (whether or not hydrogenated) in the structure, hydantoin and its derivatives"
347,842123,-0.03344901270756643,"Machinery: filtering or purifying machinery, oil or petrol filters for internal combustion engines"
2006,843280,-0.03374301639033453,Rollers: for lawns or sports-grounds
706,854390,-0.03393390693650929,Electrical machines and apparatus: parts of the electrical goods of heading no. 8543
1453,902000,-0.03395274832484507,Breathing appliances and gas masks: excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20
2002,842482,-0.03398244419255003,"Mechanical appliances: agricultural or horticultural, n.e.c. in heading 8424"
2220,854419,-0.034186737039455045,"Insulated electric conductors: winding wire, (of other than copper)"
2141,720810,-0.034236665275648115,"Iron or non-alloy steel: in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief"
1255,902511,-0.034348977324500214,"Thermometers and pyrometers: liquid filled, for direct reading, not combined with other instruments"
310,820790,-0.03435953940728881,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
576,920290,-0.034745291403337195,"Musical instruments: string, played other than with a bow (e.g. guitars and harps)"
931,482010,-0.034796277706819936,"Paper and paperboard: registers, account books, note books, order books, receipt books, letter pads, memorandum pads, diaries and similar articles"
2752,903110,-0.034864797104599984,Machines: for balancing mechanical parts
1777,853310,-0.034934146700838574,"Electrical resistors: fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors)"
65,902290,-0.03495445331271566,"Apparatus based on use of x-rays and similar: parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like"
5055,550210,-0.035089920447848755,Fibres: artificial filament tow of cellulose acetate
55,732399,-0.035130345505343795,"Iron or steel: table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
283,841950,-0.03513494409247221,Heat exchange units: not used for domestic purposes
2655,950639,-0.03516603226996053,Golf equipment: other than clubs and balls
4339,284310,-0.03522239796649417,Colloidal precious metals: whether or not chemically defined
328,901780,-0.03548129480915497,Mathematical instruments and equipment: n.e.c. in heading no. 9017
2621,845011,-0.0355464866314268,"Washing machines: household or laundry-type, fully-automatic, (of a dry linen capacity not exceeding 10kg)"
1606,392111,-0.03583728521662746,"Plastics: plates, sheets, film, foil and strip, of polymers of styrene, cellular"
2012,845899,-0.03593252753385176,"Lathes: for removing metal, other than horizontal or numerically controlled lathes"
3591,381010,-0.036092241554914535,"Pickling preparations for metal surfaces: soldering, brazing or welding powders and pastes consisting of metal and other materials"
882,850140,-0.036109884972293754,"Electric motors: AC motors, single-phase"
1544,560393,-0.03617098492149199,"Nonwovens: whether or not impregnated, coated, covered or laminated, not of man-made filaments, (weighing more than 70g/m2 but not more than 150g/m2)"
121,611130,-0.03618485193862556,"Garments and clothing accessories: babies', of synthetic fibres, knitted or crocheted"
5094,400241,-0.0362542064902499,"Rubber: synthetic, chloroprene (chlorobutadiene) rubber (CR), latex, in primary forms or in plates, sheets or strip"
5212,71232,-0.03637598775418049,"Vegetables: wood ears (Auricularia spp), whole, cut, sliced, broken or in powder but not further prepared, dried"
3000,902140,-0.0366014088966628,Hearing aids (excluding parts and accessories)
1861,851490,-0.03661333380535128,"Furnaces, ovens and heating equipment: parts of the industrial or laboratory equipment of heading no. 8514"
1937,391239,-0.03683851994012916,"Cellulose ethers: (other than carboxymethylcellulose and its salts), in primary forms"
3107,844130,-0.036913588955455774,"Machines: for making cartons, boxes, cases, tubes, drums or similar containers (other than by moulding), of paper pulp, paper or paperboard"
1695,600642,-0.036979317895237215,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed"
828,200600,-0.03699818536252999,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)"
1872,700600,-0.037122385039233076,"Glass of heading no. 7003, 7004 or 7005: bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials"
341,830230,-0.0371985868842665,"Mountings, fittings and similar articles: for motor vehicles, of base metal"
3970,847590,-0.0372736578771472,"Machines: parts, of those for assembling electric or electronic lamps, tubes, valves or flash-bulbs, in glass envelopes and manufacturing or hot working glass or glassware"
2007,843290,-0.037288322432154644,Machinery: parts of machinery for soil preparation or cultivation or for rollers for lawns or sports-grounds
1471,847480,-0.0372913219086826,"Machines: for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials in powder or paste form, machines for forming foundry moulds of sand"
544,853669,-0.037442128503260924,"Electrical apparatus: plugs and sockets, for a voltage not exceeding 1000 volts"
1735,200390,-0.0374969382436336,"Vegetable preparations: mushrooms and truffles, other than mushrooms of the genus Agaricus, prepared or preserved otherwise than by vinegar or acetic acid"
307,820560,-0.03783130607872971,"Tools, hand: blow lamps"
2985,10129,-0.03805968313596985,"Horses: live, other than pure-bred breeding animals"
2156,721633,-0.038412933159250186,"Iron or non-alloy steel: H sections, hot-rolled, hot-drawn or extruded, of a height of 80mm or more"
89,420221,-0.03851044827125868,"Cases and containers: handbags (whether or not with shoulder strap and including those without handle), with outer surface of leather or of composition leather"
3339,901710,-0.03856627177435774,Drafting tables and machines: whether or not automatic
1865,841810,-0.038637221985029155,"Refrigerators and freezers: combined refrigerator-freezers, fitted with separate external doors, electric or other"
1871,630510,-0.038666730811801296,"Sacks and bags: of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303"
3819,390140,-0.03871880141763498,"Ethylene polymers: in primary forms, ethylene-alpha-olefin copolymers, having a specific gravity of less than 0.94"
318,852910,-0.0387333636872116,Reception and transmission apparatus: aerials and aerial reflectors of all kinds and parts suitable for use therewith
4986,290713,-0.03887360626107983,"Monophenols: octylphenol, nonylphenol and their isomers, salts thereof"
3743,800300,-0.03917999536452369,"Tin: bars, rods, profiles and wire"
216,854370,-0.03927218862608374,"Electrical machines and apparatus: having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543"
1945,400510,-0.039326493215152455,"Rubber: unvulcanised, compounded with carbon black or silica, in primary forms or in plates, sheets or strip"
2544,150990,-0.039384279674717936,"Vegetable oils: olive oil and its fractions, other than virgin, whether or not refined, but not chemically modified"
173,630790,-0.039385110916625166,"Textiles: made up articles (including dress patterns), n.e.c. in chapter 63, n.e.c. in heading no. 6307"
3913,293319,-0.0393876415777379,"Heterocyclic compounds: with nitrogen hetero-atom(s) only, containing an unfused pyrazole ring (whether or not hydrogenated) in the structure, other than henazone (antipyrin) and its derivatives"
2406,843930,-0.039488571862870636,Machinery: for finishing paper or paperboard
945,940130,-0.039515747914558745,"Seats: swivel with variable height adjustment, excluding medical, surgical, dental, veterinary or barber furniture"
4427,844820,-0.03961012867324197,Machines: parts and accessories of machines or auxiliary machinery of heading no. 8444
570,901890,-0.04004744385545923,"Medical, surgical or dental instruments and appliances: n.e.c. in heading no. 9018"
863,853110,-0.040211092742301134,"Signalling apparatus: electric, sound or visual, burglar or fire alarms and similar, other than those of heading no. 8512 or 8530"
718,870850,-0.0404251997503978,"Vehicle parts: drive-axles with differential, whether or not provided with other transmission components, and non-driving axles: parts thereof"
3540,450200,-0.040623561071171356,"Cork: natural cork, debacked or roughly squared, or in rectangular (including square) blocks, plates, sheets or strip, (including sharp-edged blanks for corks or stoppers)"
3233,151511,-0.04063918091804096,"Vegetable oils: linseed oil and its fractions, crude, not chemically modified"
4431,841122,-0.040649253237257175,Turbo-propellers: of a power exceeding 1100kW
1780,902920,-0.04067234114482816,Meters: speed indicators and tachometers: stroboscopes
4144,591140,-0.04069627828758435,"Textile products and articles for technical uses: straining cloth of a kind used in oil presses and the like, including that of human hair"
2899,190220,-0.040712055843214336,"Food preparations: pasta, stuffed (with meat or other substances), whether or not cooked or otherwise prepared"
4051,843360,-0.04107618597436926,"Machines: for cleaning, sorting or grading eggs, fruit or other agricultural produce"
609,391740,-0.04113304241380722,"Plastics: tube, pipe and hose fittings (e.g. joints, elbows, flanges)"
841,741021,-0.04144091584023417,"Copper: foil, backed with paper, paperboard, plastics or similar backing material, of a thickness (excluding any backing) not exceeding 0.15mm, of refined copper"
1290,850870,-0.041494129928810436,Parts of vacuum cleaners
2013,846299,-0.041755443673753674,"Machine-tools: presses for working metal or metal carbides, n.e.c. in heading no. 8462, other than hydraulic presses"
2212,901819,-0.04176736296283117,"Medical, surgical instruments and appliances: electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1"
2272,392290,-0.04182372885544469,"Plastics: bidets, lavatory pans, flushing cisterns and similar sanitary ware n.e.c. in heading no. 3922"
2611,401211,-0.04198793577246926,Retreaded tyres : of a kind used on motor cars (including station wagons and racing cars)
3662,843610,-0.04199780084037626,Machinery: for preparing animal feeding stuffs
29,200819,-0.0421923163113924,"Nuts and other seeds: whether or not containing added sugar, other sweetening matter or spirit (excluding ground-nuts except in mixtures)"
2524,721030,-0.04225699754469321,"Iron or non-alloy steel: flat-rolled, width 600mm or more, electrolytically plated or coated with zinc"
2783,40210,-0.0425722901800028,"Dairy produce: milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)"
3128,854620,-0.042611292275558814,Electrical insulators: of ceramics
2760,551623,-0.04267899247239107,"Fabrics, woven: of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments"
3038,844230,-0.0427178388132784,"Machinery, apparatus and equipment (excluding machines of heading no. 8456 to 8465) for preparing or making printing components"
5126,550700,-0.04280550817861123,"Fibres: artificial staple fibres, carded, combed or otherwise processed for spinning"
526,844090,-0.043663220151682385,"Book-binding machinery: including book-sewing machines, parts thereof"
2664,490191,-0.04377530642540983,"Printed matter: dictionaries, encyclopaedias and serial instalments thereof"
2692,830610,-0.0439259563858839,"Bells, gongs and the like: non-electric, of base metal"
1138,902410,-0.044001098376385085,"Machines and appliances: for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals"
291,970110,-0.04415930218402592,"Paintings, drawings and pastels: executed entirely by hand, other than drawings of heading no. 4906"
2168,760612,-0.04422295581008898,"Aluminium: plates, sheets and strip, thickness exceeding 0.2mm, alloys, rectangular (including square)"
1625,841221,-0.04427577530473611,"Engines: hydraulic power engines and motors, linear acting (cylinders)"
5028,710610,-0.044648704568739574,Metals: silver powder
5121,730621,-0.04465955652907919,"Steel, stainless: casing and tubing of a kind used in drilling for oil and gas, n.e.c. in chapter 73, welded, (not seamless)"
1405,721510,-0.04471208107901382,"Iron or non-alloy steel: bars and rods, of free-cutting steel, cold-formed or cold-finished, n.e.c. in chapter 72"
716,871120,-0.044765437074366,"Motorcycles (including mopeds) and cycles: fitted with an auxiliary motor, reciprocating internal combustion piston engine, of cylinder capacity exceeding 50cc but not exceeding 250cc, with or without side-cars: side-cars"
593,851580,-0.044931275519373065,"Welding machines and apparatus: n.e.c. in heading no. 8515, whether or not capable of cutting"
1770,842381,-0.04515530883062758,Weighing machines: having a maximum weighing capacity not exceeding 30kg (excluding balances of a sensitivity of 5cg or better)
4300,521141,-0.04549004958133269,"Fabrics, woven: containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave"
2452,902121,-0.04561574392001935,Dental fittings: artificial teeth
1435,903190,-0.046083153142817766,"Instruments, appliances and machines: parts and accessories for those measuring or checking devices of heading no. 9031"
4511,550390,-0.046646696783537334,"Fibres: synthetic staple fibres, of synthetic materials n.e.c. in heading no. 5503, not carded, combed or otherwise processed for spinning"
3829,382100,-0.04666619801738292,"Prepared culture media for the development or maintenance of micro-organisms (including viruses and the like) or of plant, human or animal cells"
1028,700719,-0.04695821659987374,"Glass: safety glass, toughened (tempered), (not of a size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels)"
1514,321410,-0.04706269957080458,Mastics: painters' fillings
1633,846410,-0.047391019503104266,"Machine-tools: sawing machines, for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass"
2610,401120,-0.047650340915332906,"Rubber: new pneumatic tyres, of a kind used on buses or lorries"
4287,291612,-0.047773857652994245,Acids: unsaturated acyclic monocarboxylic acids: esters of acrylic acid
1761,750512,-0.047804745338857466,"Nickel: bars, rods and profiles, of nickel alloys"
1125,400912,-0.04801612041731217,"Rubber: vulcanised (other than hard rubber), tubing, piping and hoses, not reinforced or otherwise combined with other materials, with fittings"
690,903040,-0.04803222867624891,"Instruments and apparatus: specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
1045,190510,-0.04813565991360175,"Food preparations: crispbread, whether or not containing cocoa"
659,680421,-0.04825371335244126,"Millstones, grindstones, grinding wheels and the like: of agglomerated synthetic or natural diamond"
804,902590,-0.0488798540578016,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers: recording or not, any combination of these instruments, parts and accessories"
972,851430,-0.049155331731853984,"Furnaces and ovens: electric, for industrial or laboratory use, other than those functioning by induction, dielectric loss or resistance heated"
1907,180500,-0.04915795381026639,"Cocoa: powder, not containing added sugar or other sweetening matter"
4567,870340,-0.049252953694025166,"Vehicles: with both spark-ignition internal combustion reciprocating piston engine and electric motor for propulsion, incapable of being charged by plugging to external source of electric power"
691,940390,-0.04932013877870973,Furniture: parts
212,851830,-0.04938171473596873,"Headphones and earphones, whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers"
3560,901310,-0.04957252143720446,"Optical appliances and instruments: telescopic sights for fitting to arms: periscopes: telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter"
798,852990,-0.04969418702462266,"Reception and transmission apparatus: for use with the apparatus of heading no. 8525 to 8528, excluding aerials and aerial reflectors"
292,401699,-0.05028757505714472,"Rubber: vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber"
2253,300640,-0.05039140667910492,"Pharmaceutical goods: dental cements and other dental fillings, bone reconstruction cements"
2556,845690,-0.05087017793076393,Machine tools: for working any material by removal of material: operated by other processes n.e.c. in heading 8456
892,853720,-0.05088442651874856,"Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts"
2968,820760,-0.05106353470958471,"Tools, interchangeable: (for machine or hand tools, whether or not power-operated), for boring or broaching"
2398,841582,-0.05138816509016189,"Air conditioning machines: containing a motor driven fan, other than window or wall types, incorporating a refrigerating unit"
274,611780,-0.051457022822140146,"Clothing accessories: knitted or crocheted, n.e.c. in heading no. 6117"
852,902710,-0.05162795470841437,"Instruments and apparatus: gas or smoke analysis apparatus, for physical or chemical analysis"
2528,721691,-0.05172489708135422,"Iron or non-alloy steel: angles, shapes and sections, n.e.c. in heading no. 7216, cold-formed or cold-finished, from flat-rolled products"
3562,871310,-0.051882500717470026,Carriages for disabled persons: not mechanically propelled
1506,940190,-0.05207287959114408,Seat: parts
1950,480210,-0.052129674152682694,Hand-made paper or paperboard
871,340490,-0.05219136512284266,"Waxes: artificial and prepared, other than of polyethylene glycol"
3954,700239,-0.052580117021776715,"Glass: unworked, in tubes, other than of glass having a linear coefficient of expansion not exceeding 5 x 10 (to the minus 6, (or 0.000005) ) per Kelvin within a temperature range of 0-300 degrees C, not fused quartz or other fused silica"
32,382000,-0.05265855488323892,Anti-freezing preparations and prepared de-icing fluids
3966,841931,-0.05273569593087991,"Dryers: for agricultural products, not used for domestic purposes"
2113,480593,-0.052987933004062675,"Paper and paperboard: uncoated, weight 225/m2 or more, in rolls or sheets, n.e.c. in heading no. 4805"
1971,681091,-0.05300747434847085,"Cement, concrete or artificial stone: prefabricated structural components for building or civil engineering, whether or not reinforced"
1113,960350,-0.053190327457390246,"Brushes: constituting parts of machines, appliances or vehicles"
1055,320820,-0.053264272304170954,"Paints and varnishes: based on acrylic or vinyl polymers, dispersed or dissolved in a non-aqueous medium"
4054,847940,-0.05334093750608662,Machines: for making rope or cable
523,843139,-0.05353259327474552,"Machinery: parts of the machinery of heading no. 8428, (other than lifts, skip hoists or escalators)"
1454,903090,-0.0537196478959746,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028: parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations"
929,401110,-0.053751095293412154,"Rubber: new pneumatic tyres, of a kind used on motor cars (including station wagons and racing cars)"
4622,290389,-0.054022728760897046,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons: n.e.c. in item no. 2903.8"
710,851640,-0.054292800979767124,Smoothing irons: electric
445,401019,-0.054305233566626296,"Rubber: vulcanised, conveyor belts or belting, (reinforced with other than metal only or textile materials only)"
3619,550510,-0.054545712289490074,"Fibres: waste (including noils, yarn waste and garnetted stock), of synthetic fibres"
2797,40510,-0.05461803306713447,"Dairy produce: derived from milk, butter"
2115,481032,-0.05509653859498411,"Kraft paper and paperboard: uniformly bleached throughout, coated with inorganic substances, more than 95% of chemically processed wood fibres, weight more than 150g/m2, for non-graphic purposes, in rolls or sheets"
2241,121294,-0.05518955144586457,"Chicory roots (Chicorium intybus sativum): fit for human consumption, fresh, chilled, frozen or dried, whether or not ground"
1702,820890,-0.05522769269789055,"Tools: knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208"
2267,390769,-0.055390680896289506,"Poly(ethylene terephthalate): in primary forms, having a viscosity of less than 78ml/g"
373,903290,-0.05541112077307213,"Regulating or controlling instruments and apparatus: automatic, parts and accessories"
4399,580136,-0.055467336778934485,"Fabrics: chenille, of man-made fibres, other than fabrics of heading no. 5802 or 5806"
3776,380190,-0.055568970087487346,"Graphite or other carbon based preparations: in the form of pastes, blocks, plates or other semi-manufactures"
1773,846721,-0.05574919451573523,"Tools: for working in the hand, with self-contained electric motor: drills of all kinds"
2484,870423,-0.05589187392071669,"Vehicles: compression-ignition internal combustion piston engine (diesel or semi-diesel), for transport of goods, (of a g.v.w. exceeding 20 tonnes), n.e.c. in item no 8704.1"
1824,441019,-0.05625928008801176,"Wafer board and similar board of wood n.e.c. in item no. 4410.1, whether or not agglomerated with resins or other organic binding substances"
353,848291,-0.05642413135714323,"Bearings: parts, balls, needles and rollers"
362,851290,-0.05642585882935873,"Lighting or signalling equipment: electrical, (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters: parts, of those kinds used for cycles or motor vehicles"
2307,511219,-0.05674707152162617,"Fabrics, woven: of combed wool or combed fine animal hair, containing 85% or more by weight of wool or fine animal hair, of a weight exceeding 200g/m2"
3010,903032,-0.05687618455867218,"Multimeters: for measuring or checking voltage, current, resistance or power, with a recording device"
4305,681490,-0.05702014754472256,"Mica: worked mica and articles of mica (excluding plates, sheets and strips) whether or not on a support of paper, paperboard or other materials"
361,851240,-0.05706469043886239,"Windscreen wipers, defrosters and demisters: electrical, of kinds used for cycles or motor vehicles"
